date_transited,item_type,from_library,from_authority,to_library,to_authority
2018-07-11,YA / Teen Fiction,Hamworthy Library,Poole,Canford Heath Library,Poole
2018-07-11,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Hamworthy Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Hamworthy Library,Poole,Poole Central Library,Poole
2018-07-11,Child Fiction,Downend Library,South Gloucestershire,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Non Fiction,N Som Healthy Living Centre,North Somerset,Long Ashton Library,North Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Swanage Library,Dorset
2018-07-11,Child Fiction,Midsomer Norton Library,Bath and North East Somerset,Swanage Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-11,Large Print - Adult Fiction,Nether Stowey Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Adult Spoken Word,Wincanton Library,Somerset,Christchurch Library,Dorset
2018-07-11,Adult Spoken Word,Cheddar Library,Somerset,Thornbury Library,South Gloucestershire
2018-07-11,Child Non Fiction,Bath Central Library,Bath and North East Somerset,Swanage Library,Dorset
2018-07-11,Child Fiction,Filton Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-07-11,YA / Teen Fiction,Weston-super-Mare Library,North Somerset,Nailsea Library,North Somerset
2018-07-11,YA / Teen Fiction,Hamworthy Library,Poole,Canford Heath Library,Poole
2018-07-11,Adult Fiction,Street Library,Somerset,Taunton Library,Somerset
2018-07-11,Adult Fiction,Street Library,Somerset,Taunton Library,Somerset
2018-07-11,Adult Fiction,Street Library,Somerset,Shepton Mallet Library,Somerset
2018-07-11,Adult Fiction,Oakdale Library,Poole,Sea Mills Library,Bristol
2018-07-11,Adult Fiction,Henbury Library,Bristol,Bradley Stoke Library,South Gloucestershire
2018-07-11,Adult Non Fiction,Downend Library,South Gloucestershire,Christchurch Library,Dorset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Wyke Regis Library,Dorset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Colehill Library,Dorset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Adult Fiction,Portishead Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Adult Spoken Word,Swanage Library,Dorset,Henleaze Library,Bristol
2018-07-11,Child Fiction,Weymouth Library,Dorset,Wincanton Library,Somerset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Child Fiction,Wincanton Library,Somerset,Wellington Library,Somerset
2018-07-11,Child Fiction,Bedminster Library,Bristol,Marksbury Road Library,Bristol
2018-07-11,Child Fiction,Bishopston Library,Bristol,Blandford Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Bridport Library,Dorset
2018-07-11,U DVD Standard,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Fiction,Portishead Library,North Somerset,Highcliffe Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Parkstone Library,Poole
2018-07-11,Adult Non Fiction,Wincanton Library,Somerset,Wellington Library,Somerset
2018-07-11,Adult Non Fiction,Henleaze Library,Bristol,Portishead Library,North Somerset
2018-07-11,Adult Non Fiction,Henbury Library,Bristol,Burnham Library,Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Langport Library,Somerset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Langport Library,Somerset
2018-07-11,PG DVD Standard,Taunton Library,Somerset,Langport Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Large Print - Adult Fiction,Portishead Library,North Somerset,Paulton Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Wyke Regis Library,Dorset
2018-07-11,Adult Non Fiction,Redland Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Branksome Library,Poole,Hanham Library,South Gloucestershire
2018-07-11,Adult Fiction,Ferndown Library,Dorset,Blandford Library,Dorset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Wareham Library,Dorset
2018-07-11,Adult Fiction,Bridport Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Frome Library,Somerset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,West Moors Library,Dorset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Patchway Library,South Gloucestershire
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Stockwood Library,Bristol
2018-07-11,Adult Fiction,Portishead Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Crossways Library,Dorset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-07-11,U DVD Standard,Taunton Mobile,Somerset,Williton Library,Somerset
2018-07-11,U DVD Standard,Taunton Mobile,Somerset,Shepton Mallet Library,Somerset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Nailsea Library,North Somerset
2018-07-11,PG DVD Standard,Taunton Mobile,Somerset,Cheddar Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Wareham Library,Dorset
2018-07-11,Large Print - Adult Fiction,Bridport Library,Dorset,Minehead Library,Somerset
2018-07-11,Adult Fiction,Portishead Library,North Somerset,Burnham Library,Somerset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Lytchett Matravers Library,Dorset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Bishopston Library,Bristol,Horfield Library,Bristol
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Puddletown Library,Dorset
2018-07-11,Adult Fiction,Bridport Library,Dorset,Clevedon Library,North Somerset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,North Somerset Reserve,North Somerset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Sherborne Library,Dorset
2018-07-11,Large Print - Adult Fiction,Kingswood Library,South Gloucestershire,Milborne Port Library,Somerset
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Burnham Library,Somerset
2018-07-11,Adult Fiction,Westbury-on-Trym Library,Bristol,Horfield Library,Bristol
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Portland Tophill Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Wyke Regis Library,Dorset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Keynsham Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Westbury-on-Trym Library,Bristol,Milborne Port Library,Somerset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Somerton Library,Somerset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Crossways Library,Dorset
2018-07-11,Large Print - Adult Fiction,Dorchester Library,Dorset,Martock Library,Somerset
2018-07-11,Adult Fiction,Williton Library,Somerset,Yate Library,South Gloucestershire
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Midsomer Norton Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Taunton Library,Somerset
2018-07-11,Adult Fiction,Westbury-on-Trym Library,Bristol,Worle Library,North Somerset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Christchurch Library,Dorset
2018-07-11,Adult Spoken Word,Bridport Library,Dorset,Canford Cliffs Library,Poole
2018-07-11,Child Fiction,Portishead Library,North Somerset,Whitchurch Library,Bristol
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Ferndown Library,Dorset
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Adult Fiction,Bishopston Library,Bristol,Horfield Library,Bristol
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Portishead Library,North Somerset
2018-07-11,Adult Non Fiction,Bridport Library,Dorset,Henbury Library,Bristol
2018-07-11,Adult Fiction,Westbury-on-Trym Library,Bristol,Glastonbury Library,Somerset
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Weymouth Library,Dorset
2018-07-11,B.O.P.,Kingswood Library,South Gloucestershire,Cadbury Heath Library,South Gloucestershire
2018-07-11,Adult Fiction,Branksome Library,Poole,Puddletown Library,Dorset
2018-07-11,Adult Non Fiction,Bridport Library,Dorset,Dorchester Library,Dorset
2018-07-11,Child Fiction,Portishead Library,North Somerset,Pill Library,North Somerset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Wincanton Library,Somerset
2018-07-11,Adult Fiction,Bishopston Library,Bristol,Hanham Library,South Gloucestershire
2018-07-11,Large Print - Adult Fiction,Bridport Library,Dorset,Gillingham Library,Dorset
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Child Fiction,Kingswood Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Cadbury Heath Library,South Gloucestershire
2018-07-11,Adult Fiction,North Petherton Library,Somerset,Bridgwater Library,Somerset
2018-07-11,Child Non Fiction,Frome Library,Somerset,Ilminster Library,Somerset
2018-07-11,Child Fiction,Kingswood Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-07-11,Child Fiction,Portishead Library,North Somerset,Nailsea Library,North Somerset
2018-07-11,Adult Spoken Word,Henbury Library,Bristol,North Somerset Mobile,North Somerset
2018-07-11,Adult Fiction,Taunton Library,Somerset,Saltford Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Branksome Library,Poole,Worle Library,North Somerset
2018-07-11,Child Fiction,Oakdale Library,Poole,Creekmoor Library,Poole
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Cadbury Heath Library,South Gloucestershire
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Child Fiction,Oakdale Library,Poole,Creekmoor Library,Poole
2018-07-11,Adult Fiction,Patchway Library,South Gloucestershire,Campus Library,North Somerset
2018-07-11,Child Fiction,Oakdale Library,Poole,Creekmoor Library,Poole
2018-07-11,Adult Spoken Word,Southmead Library,Bristol,Keynsham Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-07-11,Large Print - Adult Fiction,Henbury Library,Bristol,Hanham Library,South Gloucestershire
2018-07-11,Adult Spoken Word,Southmead Library,Bristol,Wellington Library,Somerset
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-07-11,Child Fiction,Southmead Library,Bristol,St Pauls Library,Bristol
2018-07-11,Adult Fiction,Southmead Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Non Fiction,Bishopsworth Library,Bristol,Bedminster Library,Bristol
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Ferndown Library,Dorset
2018-07-11,Adult Non Fiction,Southmead Library,Bristol,Portishead Library,North Somerset
2018-07-11,Adult Non Fiction,Kingswood Library,South Gloucestershire,Cadbury Heath Library,South Gloucestershire
2018-07-11,Adult Fiction,Southmead Library,Bristol,Stockwood Library,Bristol
2018-07-11,YA / Teen Fiction,Nailsea Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Fiction,Southmead Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Patchway Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Kingswood Library,South Gloucestershire
2018-07-11,Adult Fiction,Hartcliffe Library,Bristol,Ferndown Library,Dorset
2018-07-11,Large Print - Adult Fiction,Bridport Library,Dorset,Highcliffe Library,Dorset
2018-07-11,Adult Spoken Word,Nailsea Library,North Somerset,Bishopsworth Library,Bristol
2018-07-11,Adult Fiction,Kingswood Library,South Gloucestershire,St George Library,Bristol
2018-07-11,Adult Fiction,Branksome Library,Poole,Upton Library,Dorset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Blandford Library,Dorset
2018-07-11,Adult Fiction,Patchway Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-07-11,Adult Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Filwood Library,Bristol
2018-07-11,YA / Teen Fiction,Broadstone Library,Poole,Poole Central Library,Poole
2018-07-11,Adult Fiction,Crewkerne Library,Somerset,Ferndown Library,Dorset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Wareham Library,Dorset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Christchurch Library,Dorset
2018-07-11,Adult Fiction,Crewkerne Library,Somerset,Bath Central Library,Bath and North East Somerset
2018-07-11,Large Print - Adult Fiction,Weston-super-Mare Library,North Somerset,Worle Library,North Somerset
2018-07-11,Child Fiction,Weston-super-Mare Library,North Somerset,Campus Library,North Somerset
2018-07-11,Adult Spoken Word,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Child Fiction,Weston-super-Mare Library,North Somerset,Campus Library,North Somerset
2018-07-11,Child Fiction,Corfe Mullen Library,Dorset,Upton Library,Dorset
2018-07-11,Adult Spoken Word,Henbury Library,Bristol,Lyme Regis Library,Dorset
2018-07-11,Adult Fiction,Wincanton Library,Somerset,Wellington Library,Somerset
2018-07-11,Adult Fiction,Corfe Mullen Library,Dorset,Fishponds Library,Bristol
2018-07-11,Adult Fiction,Bedminster Library,Bristol,Henleaze Library,Bristol
2018-07-11,Adult Non Fiction,Southmead Library,Bristol,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Wincanton Library,Somerset,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Broadstone Library,Poole,Branksome Library,Poole
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Lytchett Matravers Library,Dorset
2018-07-11,Adult Non Fiction,Ilminster Library,Somerset,Bridport Library,Dorset
2018-07-11,Large Print - Adult Fiction,Kingswood Library,South Gloucestershire,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Crewkerne Library,Somerset,Taunton Library,Somerset
2018-07-11,Child Fiction,Weston-super-Mare Library,North Somerset,Clevedon Library,North Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Non Fiction,Bishopsworth Library,Bristol,Yeovil Library,Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Taunton Library,Somerset,Verwood Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Child Fiction,Bishopston Library,Bristol,Bridport Library,Dorset
2018-07-11,Adult Fiction,Weymouth Library,Dorset,Bishopston Library,Bristol
2018-07-11,Child Non Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Taunton Library,Somerset,Whitchurch Library,Bristol
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Non Fiction,Upton Library,Dorset,Gillingham Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Swanage Library,Dorset
2018-07-11,Adult Fiction,Taunton Library,Somerset,Burton Bradstock Library,Dorset
2018-07-11,Adult Fiction,Henbury Library,Bristol,Redland Library,Bristol
2018-07-11,Adult Fiction,Henbury Library,Bristol,Redland Library,Bristol
2018-07-11,Adult Fiction,Upton Library,Dorset,Burnham Library,Somerset
2018-07-11,Adult Fiction,Henbury Library,Bristol,Redland Library,Bristol
2018-07-11,Adult Fiction,Street Library,Somerset,St George Library,Bristol
2018-07-11,Child Non Fiction,Chipping Sodbury Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-07-11,Adult Fiction,Street Library,Somerset,St George Library,Bristol
2018-07-11,Adult Non Fiction,Taunton Library,Somerset,Wareham Library,Dorset
2018-07-11,Child Fiction,Chipping Sodbury Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-07-11,Adult Fiction,Street Library,Somerset,St George Library,Bristol
2018-07-11,Adult Fiction,Upton Library,Dorset,Portishead Library,North Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Upton Library,Dorset,Weymouth Library,Dorset
2018-07-11,Child Fiction,Chipping Sodbury Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-07-11,Adult Graphic Novel,Street Library,Somerset,St George Library,Bristol
2018-07-11,Child Fiction,Bedminster Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Child Fiction,Chipping Sodbury Library,South Gloucestershire,Yate Library,South Gloucestershire
2018-07-11,Adult Fiction,Street Library,Somerset,N Som Healthy Living Centre,North Somerset
2018-07-11,Child Fiction,Weston-super-Mare Library,North Somerset,Yate Library,South Gloucestershire
2018-07-11,Adult Fiction,Upton Library,Dorset,Kingswood Library,South Gloucestershire
2018-07-11,Child Non Fiction,Weston-super-Mare Library,North Somerset,Portishead Library,North Somerset
2018-07-11,Adult Non Fiction,Upton Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Child Spoken Word,Patchway Library,South Gloucestershire,Verwood Library,Dorset
2018-07-11,Adult Non Fiction,Crewkerne Library,Somerset,Westbury-on-Trym Library,Bristol
2018-07-11,Adult Fiction,Patchway Library,South Gloucestershire,Dorchester Library,Dorset
2018-07-11,Large Print - Adult Non Fiction,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,Large Print - Adult Fiction,Patchway Library,South Gloucestershire,Bishopsworth Library,Bristol
2018-07-11,Child Fiction,Crewkerne Library,Somerset,Dorchester Library,Dorset
2018-07-11,Adult Fiction,Taunton Library,Somerset,Priorswood Library,Somerset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Bridport Library,Dorset
2018-07-11,Child Fiction,Crewkerne Library,Somerset,Taunton Library,Somerset
2018-07-11,Child Non Fiction,Dorchester Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Fiction,Crewkerne Library,Somerset,Wyke Regis Library,Dorset
2018-07-11,Child Fiction,Dorchester Library,Dorset,Bridport Library,Dorset
2018-07-11,Adult Fiction,Downend Library,South Gloucestershire,Patchway Library,South Gloucestershire
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Southmead Library,Bristol
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Wimborne Library,Dorset
2018-07-11,Child Fiction,Ilminster Library,Somerset,Minehead Library,Somerset
2018-07-11,Adult Non Fiction,Henbury Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Henbury Library,Bristol,Bristol Central Lending Library,Bristol
2018-07-11,Adult Fiction,Dorchester Library,Dorset,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Wick Road Library,Bristol
2018-07-11,Child Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Child Fiction,Southmead Library,Bristol,Nether Stowey Library,Somerset
2018-07-11,Child Fiction,Southmead Library,Bristol,Weston-super-Mare Library,North Somerset
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Fiction,Ilminster Library,Somerset,North Petherton Library,Somerset
2018-07-11,Large Print - Adult Fiction,Patchway Library,South Gloucestershire,Bishopsworth Library,Bristol
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Wool Library,Dorset
2018-07-11,Child Fiction,Redland Library,Bristol,Sea Mills Library,Bristol
2018-07-11,Adult Non Fiction,Nailsea Library,North Somerset,Shaftesbury Library,Dorset
2018-07-11,Adult Fiction,Nether Stowey Library,Somerset,Chipping Sodbury Library,South Gloucestershire
2018-07-11,Adult Spoken Word,Nether Stowey Library,Somerset,Langport Library,Somerset
2018-07-11,Child Fiction,Redland Library,Bristol,Clifton Library,Bristol
2018-07-11,Child Fiction,Bath Central Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Bath Central Library,Bath and North East Somerset,Paulton Library,Bath and North East Somerset
2018-07-11,Adult Spoken Word,Patchway Library,South Gloucestershire,Sturminster Library,Dorset
2018-07-11,Adult Fiction,Street Library,Somerset,Shepton Mallet Library,Somerset
2018-07-11,Child Fiction,Street Library,Somerset,Frome Library,Somerset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Gillingham Library,Dorset
2018-07-11,Child Fiction,Bath Central Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-07-11,Child Fiction,Street Library,Somerset,Frome Library,Somerset
2018-07-11,Child Fiction,Bath Central Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-07-11,Child Non Fiction,Street Library,Somerset,Wincanton Library,Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-07-11,Child Fiction,Bath Central Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Weston-super-Mare Library,North Somerset
2018-07-11,Child Fiction,Bath Central Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-07-11,12 DVD Standard,Bedminster Library,Bristol,Blandford Library,Dorset
2018-07-11,Child Fiction,Christchurch Library,Dorset,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Bath Central Library,Bath and North East Somerset,Radstock Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Canford Cliffs Library,Poole,Poole Central Library,Poole
2018-07-11,Classification Exempt,Weston-super-Mare Library,North Somerset,Bedminster Library,Bristol
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Weymouth Library,Dorset
2018-07-11,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Taunton Library,Somerset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Bath Central Library,Bath and North East Somerset,Taunton Library,Somerset
2018-07-11,Adult Fiction,Street Library,Somerset,Taunton Library,Somerset
2018-07-11,Adult Fiction,Street Library,Somerset,Littlemoor Library,Dorset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Moorland Road Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Poole Central Library,Poole,Canford Cliffs Library,Poole
2018-07-11,Adult Non Fiction,Dorchester Library,Dorset,Bristol Central Lending Library,Bristol
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Wyke Regis Library,Dorset
2018-07-11,Adult Non Fiction,Poole Central Library,Poole,Christchurch Library,Dorset
2018-07-11,Adult Fiction,Bath Central Library,Bath and North East Somerset,Avonmouth Library,Bristol
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Yeovil Library,Somerset
2018-07-11,Child Spoken Word,Christchurch Library,Dorset,Paulton Library,Bath and North East Somerset
2018-07-11,U DVD Standard,Poole Central Library,Poole,Canford Heath Library,Poole
2018-07-11,Child Fiction,Christchurch Library,Dorset,Wimborne Library,Dorset
2018-07-11,U DVD Standard,Poole Central Library,Poole,Canford Heath Library,Poole
2018-07-11,YA / Teen Fiction,Christchurch Library,Dorset,Wareham Library,Dorset
2018-07-11,Adult Non Fiction,Poole Central Library,Poole,Corfe Mullen Library,Dorset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Henleaze Library,Bristol
2018-07-11,Adult Fiction,Bishopsworth Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Dorchester Library,Dorset
2018-07-11,Adult Non Fiction,Christchurch Library,Dorset,Radstock Library,Bath and North East Somerset
2018-07-11,Adult Fiction,Bishopsworth Library,Bristol,Henbury Library,Bristol
2018-07-11,Adult Fiction,Christchurch Library,Dorset,Gillingham Library,Dorset
2018-07-11,Adult Fiction,Bishopsworth Library,Bristol,Dorchester Library,Dorset
2018-07-11,Child Fiction,Bishopsworth Library,Bristol,Crewkerne Library,Somerset
2018-07-11,Child Fiction,Bishopsworth Library,Bristol,Henleaze Library,Bristol
2018-07-11,Child Fiction,Nether Stowey Library,Somerset,Bradley Stoke Library,South Gloucestershire
2018-07-11,Adult Fiction,Castle Cary Library,Somerset,Ilminster Library,Somerset
2018-07-11,Large Print - Adult Fiction,Nether Stowey Library,Somerset,Martock Library,Somerset
2018-07-11,Adult Fiction,Nailsea Library,North Somerset,Poole Central Library,Poole
2018-07-11,U DVD Standard,Wick Road Library,Bristol,Stockwood Library,Bristol
2018-07-11,Adult Fiction,Nailsea Library,North Somerset,Westbury-on-Trym Library,Bristol
2018-07-11,Adult Fiction,Winterbourne Library,South Gloucestershire,Yate Library,South Gloucestershire
