registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,North Curry and Stoke St Gregory Ward,E05006866,Taunton Deane 005,E02006103,Taunton Deane 005E,E01029279,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Staplegrove Ward,E05006869,Taunton Deane 002,E02006100,Taunton Deane 002A,E01029276,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 002,E02006100,Taunton Deane 002C,E01029290,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 007,E02006105,Taunton Deane 007D,E01029289,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Manor and Wilton Ward,E05006876,Taunton Deane 010,E02006108,Taunton Deane 010E,E01029303,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 002,E02006100,Taunton Deane 002D,E01029306,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington Rockwell Green and West Ward,E05006881,Taunton Deane 012,E02006110,Taunton Deane 012E,E01029316,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington Rockwell Green and West Ward,E05006881,Taunton Deane 013,E02006111,Taunton Deane 013D,E01029314,*
Somerset,Performing Arts Library Yeovil,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wiveliscombe and West Deane Ward,E05006883,Taunton Deane 003,E02006101,Taunton Deane 003B,E01029320,*
Somerset,Performing Arts Library Yeovil,Tonbridge and Malling District (B),E07000115,Kent County,E10000016,Aylesford South Ward,E05009569,Tonbridge and Malling 005,E02005153,Tonbridge and Malling 005A,E01024717,*
Somerset,Performing Arts Library Yeovil,Wandsworth London Boro,E09000032,,,Shaftesbury Ward,E05000623,Wandsworth 008,E02000930,Wandsworth 008E,E01004588,*
Somerset,Performing Arts Library Yeovil,Warwick District,E07000222,Warwickshire County,E10000031,Emscote Ward,E05009786,Warwick 008,E02006526,Warwick 008B,E01031310,*
Somerset,Performing Arts Library Yeovil,Waveney District,E07000206,Suffolk County,E10000029,The Saints Ward,E05007246,Waveney 013,E02006314,Waveney 013D,E01030285,*
Somerset,Performing Arts Library Yeovil,Welwyn Hatfield District (B),E07000241,Hertfordshire County,E10000015,Peartree Ward,E05011069,,,,,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Beaminster Ward,E05010580,West Dorset 003,E02004271,West Dorset 003C,E01020496,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Beaminster Ward,E05010580,West Dorset 003,E02004271,West Dorset 003E,E01020530,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Bridport North Ward,E05010581,West Dorset 006,E02004274,West Dorset 006B,E01020499,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Bridport South Ward,E05010582,West Dorset 008,E02004276,West Dorset 008B,E01020503,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Cerne Valley Ward,E05010586,West Dorset 004,E02004272,West Dorset 004B,E01020510,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009G,E01032643,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009H,E01032644,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Maiden Newton Ward,E05010595,West Dorset 003,E02004271,West Dorset 003F,E01020534,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Queen Thorne Ward,E05010599,West Dorset 002,E02004270,West Dorset 002C,E01020541,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Sherborne East Ward,E05010600,West Dorset 001,E02004269,West Dorset 001A,E01020542,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Sherborne West Ward,E05010601,West Dorset 001,E02004269,West Dorset 001E,E01020546,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Sherborne West Ward,E05010601,West Dorset 001,E02004269,West Dorset 001H,E01032642,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Yetminster & Cam Vale Ward,E05010603,West Dorset 002,E02004270,West Dorset 002A,E01020497,*
Somerset,Performing Arts Library Yeovil,West Dorset District,E07000052,Dorset County,E10000009,Yetminster & Cam Vale Ward,E05010603,West Dorset 002,E02004270,West Dorset 002B,E01020508,*
Somerset,Performing Arts Library Yeovil,West Somerset District,E07000191,Somerset County,E10000027,Carhampton and Withycombe Ward,E05008918,West Somerset 003,E02006115,West Somerset 003A,E01029326,*
Somerset,Performing Arts Library Yeovil,West Somerset District,E07000191,Somerset County,E10000027,Dunster and Timberscombe Ward,E05008921,West Somerset 005,E02006117,West Somerset 005A,E01029325,*
Somerset,Performing Arts Library Yeovil,West Somerset District,E07000191,Somerset County,E10000027,Minehead North Ward,E05008924,West Somerset 001,E02006113,West Somerset 001D,E01029330,*
Somerset,Performing Arts Library Yeovil,West Somerset District,E07000191,Somerset County,E10000027,Quantock Vale Ward,E05008928,West Somerset 004,E02006116,West Somerset 004C,E01029337,*
Somerset,Performing Arts Library Yeovil,West Somerset District,E07000191,Somerset County,E10000027,West Quantock Ward,E05008930,West Somerset 004,E02006116,West Somerset 004D,E01029342,*
Somerset,Performing Arts Library Yeovil,Wiltshire,E06000054,,,,,Wiltshire 026,E02006638,Wiltshire 026D,E01031856,*
Somerset,Performing Arts Library Yeovil,Wiltshire,E06000054,,,,,Wiltshire 027,E02006682,Wiltshire 027E,E01032049,*
Somerset,Performing Arts Library Yeovil,Wiltshire,E06000054,,,,,Wiltshire 030,E02006683,Wiltshire 030A,E01032077,*
Somerset,Performing Arts Library Yeovil,Wiltshire,E06000054,,,,,Wiltshire 042,E02006692,Wiltshire 042B,E01032105,*
Somerset,Performing Arts Library Yeovil,Winchester District (B),E07000094,Hampshire County,E10000014,St. Michael Ward,E05011004,Winchester 007,E02004835,Winchester 007E,E01023265,*
Somerset,Performing Arts Library Yeovil,,,,,,,,,,,8
Somerset,Porlock Library,South Somerset District,E07000189,Somerset County,E10000027,Brympton Ward,E05006822,South Somerset 013,E02006087,South Somerset 013A,E01029161,*
Somerset,Porlock Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington East Ward,E05006879,Taunton Deane 012,E02006110,Taunton Deane 012A,E01029309,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Alcombe Ward,E05008916,West Somerset 002,E02006114,West Somerset 002A,E01029322,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Carhampton and Withycombe Ward,E05008918,West Somerset 003,E02006115,West Somerset 003A,E01029326,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Greater Exmoor Ward,E05008922,West Somerset 005,E02006117,West Somerset 005A,E01029325,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Greater Exmoor Ward,E05008922,West Somerset 005,E02006117,West Somerset 005C,E01029338,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Minehead Central Ward,E05008923,West Somerset 001,E02006113,West Somerset 001F,E01032636,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Minehead South Ward,E05008925,West Somerset 002,E02006114,West Somerset 002B,E01029331,*
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Porlock and District Ward,E05008927,West Somerset 002,E02006114,West Somerset 002D,E01029336,119
Somerset,Porlock Library,West Somerset District,E07000191,Somerset County,E10000027,Porlock and District Ward,E05008927,West Somerset 005,E02006117,West Somerset 005A,E01029325,*
Somerset,Porlock Library,,,,,,,,,,,*
Somerset,Priorswood Library,Dudley District (B),E08000027,,,Upper Gornal and Woodsetton Ward,E05001257,Dudley 005,E02002004,Dudley 005D,E01009774,*
Somerset,Priorswood Library,Mendip District,E07000187,Somerset County,E10000027,Shepton East Ward,E05006784,Mendip 009,E02006055,Mendip 009B,E01029063,*
Somerset,Priorswood Library,Sedgemoor District,E07000188,Somerset County,E10000027,Bridgwater Hamp Ward,E05008898,Sedgemoor 013,E02006073,Sedgemoor 013A,E01029097,*
Somerset,Priorswood Library,Sedgemoor District,E07000188,Somerset County,E10000027,Burnham Central Ward,E05008902,Sedgemoor 004,E02006064,Sedgemoor 004D,E01029119,*
Somerset,Priorswood Library,Sedgemoor District,E07000188,Somerset County,E10000027,North Petherton Ward,E05008911,Sedgemoor 007,E02006067,Sedgemoor 007E,E01029125,*
Somerset,Priorswood Library,Sedgemoor District,E07000188,Somerset County,E10000027,North Petherton Ward,E05008911,Sedgemoor 014,E02006074,Sedgemoor 014F,E01032629,*
Somerset,Priorswood Library,Sedgemoor District,E07000188,Somerset County,E10000027,Quantocks Ward,E05008913,Sedgemoor 007,E02006067,Sedgemoor 007B,E01029122,*
Somerset,Priorswood Library,South Somerset District,E07000189,Somerset County,E10000027,Chard Holyrood Ward,E05006829,South Somerset 023,E02006097,South Somerset 023D,E01029175,*
Somerset,Priorswood Library,South Somerset District,E07000189,Somerset County,E10000027,Ilminster Ward,E05006836,South Somerset 019,E02006093,South Somerset 019B,E01029194,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Hull Ward,E05006858,Taunton Deane 008,E02006106,Taunton Deane 008A,E01029256,8
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Hull Ward,E05006858,Taunton Deane 008,E02006106,Taunton Deane 008B,E01029257,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Hull Ward,E05006858,Taunton Deane 011,E02006109,Taunton Deane 011D,E01029302,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Lydeard Ward,E05006859,Taunton Deane 001,E02006099,Taunton Deane 001B,E01029259,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bishop's Lydeard Ward,E05006859,Taunton Deane 001,E02006099,Taunton Deane 001C,E01029260,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Bradford-on-Tone Ward,E05006861,Taunton Deane 013,E02006111,Taunton Deane 013A,E01029262,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Comeytrowe Ward,E05006862,Taunton Deane 010,E02006108,Taunton Deane 010A,E01029266,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Comeytrowe Ward,E05006862,Taunton Deane 011,E02006109,Taunton Deane 011A,E01029263,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Comeytrowe Ward,E05006862,Taunton Deane 011,E02006109,Taunton Deane 011C,E01029265,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Neroche Ward,E05006865,Taunton Deane 014,E02006112,Taunton Deane 014B,E01029270,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,North Curry and Stoke St Gregory Ward,E05006866,Taunton Deane 005,E02006103,Taunton Deane 005A,E01029271,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,North Curry and Stoke St Gregory Ward,E05006866,Taunton Deane 005,E02006103,Taunton Deane 005E,E01029279,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Norton Fitzwarren Ward,E05006867,Taunton Deane 008,E02006106,Taunton Deane 008E,E01032651,5
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Norton Fitzwarren Ward,E05006867,Taunton Deane 008,E02006106,Taunton Deane 008F,E01032652,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Ruishton and Creech Ward,E05006868,Taunton Deane 005,E02006103,Taunton Deane 005B,E01029273,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Ruishton and Creech Ward,E05006868,Taunton Deane 005,E02006103,Taunton Deane 005C,E01029274,6
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Ruishton and Creech Ward,E05006868,Taunton Deane 005,E02006103,Taunton Deane 005D,E01029275,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Staplegrove Ward,E05006869,Taunton Deane 002,E02006100,Taunton Deane 002A,E01029276,9
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Staplegrove Ward,E05006869,Taunton Deane 002,E02006100,Taunton Deane 002B,E01029278,27
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Staplegrove Ward,E05006869,Taunton Deane 008,E02006106,Taunton Deane 008D,E01029277,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Blackbrook and Holway Ward,E05006870,Taunton Deane 006,E02006104,Taunton Deane 006A,E01029282,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Blackbrook and Holway Ward,E05006870,Taunton Deane 009,E02006107,Taunton Deane 009B,E01029281,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Blackbrook and Holway Ward,E05006870,Taunton Deane 009,E02006107,Taunton Deane 009C,E01029283,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Eastgate Ward,E05006871,Taunton Deane 007,E02006105,Taunton Deane 007A,E01029285,7
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Eastgate Ward,E05006871,Taunton Deane 010,E02006108,Taunton Deane 010B,E01029284,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 002,E02006100,Taunton Deane 002C,E01029290,10
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 007,E02006105,Taunton Deane 007B,E01029287,5
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 007,E02006105,Taunton Deane 007C,E01029288,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Fairwater Ward,E05006872,Taunton Deane 007,E02006105,Taunton Deane 007D,E01029289,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Halcon Ward,E05006873,Taunton Deane 006,E02006104,Taunton Deane 006B,E01029291,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Halcon Ward,E05006873,Taunton Deane 006,E02006104,Taunton Deane 006C,E01029294,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Halcon Ward,E05006873,Taunton Deane 009,E02006107,Taunton Deane 009D,E01029292,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Killams and Mountfield Ward,E05006874,Taunton Deane 014,E02006112,Taunton Deane 014C,E01029295,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Killams and Mountfield Ward,E05006874,Taunton Deane 014,E02006112,Taunton Deane 014D,E01029296,5
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Lyngford Ward,E05006875,Taunton Deane 004,E02006102,Taunton Deane 004A,E01029297,21
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Lyngford Ward,E05006875,Taunton Deane 004,E02006102,Taunton Deane 004B,E01029298,34
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Lyngford Ward,E05006875,Taunton Deane 007,E02006105,Taunton Deane 007E,E01029299,12
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Lyngford Ward,E05006875,Taunton Deane 007,E02006105,Taunton Deane 007F,E01029300,17
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Manor and Wilton Ward,E05006876,Taunton Deane 010,E02006108,Taunton Deane 010D,E01029301,5
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Manor and Wilton Ward,E05006876,Taunton Deane 010,E02006108,Taunton Deane 010E,E01029303,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Manor and Wilton Ward,E05006876,Taunton Deane 011,E02006109,Taunton Deane 011D,E01029302,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 002,E02006100,Taunton Deane 002D,E01029306,26
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 004,E02006102,Taunton Deane 004A,E01029297,5
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 004,E02006102,Taunton Deane 004B,E01029298,14
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 004,E02006102,Taunton Deane 004C,E01029304,36
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 004,E02006102,Taunton Deane 004D,E01029305,49
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Taunton Pyrland and Rowbarton Ward,E05006877,Taunton Deane 004,E02006102,Taunton Deane 004E,E01029307,20
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Trull Ward,E05006878,Taunton Deane 011,E02006109,Taunton Deane 011E,E01029308,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington East Ward,E05006879,Taunton Deane 012,E02006110,Taunton Deane 012A,E01029309,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington East Ward,E05006879,Taunton Deane 013,E02006111,Taunton Deane 013C,E01029310,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington North Ward,E05006880,Taunton Deane 012,E02006110,Taunton Deane 012B,E01029311,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,Wellington Rockwell Green and West Ward,E05006881,Taunton Deane 013,E02006111,Taunton Deane 013D,E01029314,*
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,West Monkton Ward,E05006882,Taunton Deane 002,E02006100,Taunton Deane 002E,E01029319,13
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,West Monkton Ward,E05006882,Taunton Deane 006,E02006104,Taunton Deane 006D,E01029317,9
Somerset,Priorswood Library,Taunton Deane District (B),E07000190,Somerset County,E10000027,West Monkton Ward,E05006882,Taunton Deane 006,E02006104,Taunton Deane 006E,E01029318,18
Somerset,Priorswood Library,,,,,,,,,,,14
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Midsomer Norton North Ward,E05001954,Bath and North East Somerset 025,E02003009,Bath and North East Somerset 025C,E01014422,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Midsomer Norton Redfield Ward,E05001955,Bath and North East Somerset 027,E02003011,Bath and North East Somerset 027C,E01014426,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Paulton Ward,E05001959,Bath and North East Somerset 023,E02003007,Bath and North East Somerset 023D,E01014440,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Paulton Ward,E05001959,Bath and North East Somerset 023,E02003007,Bath and North East Somerset 023E,E01014441,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024A,E01014448,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Radstock Ward,E05001962,Bath and North East Somerset 024,E02003008,Bath and North East Somerset 024D,E01014451,*
Somerset,Shepton Mallet Library,Bath and North East Somerset,E06000022,,,Westfield Ward,E05001968,Bath and North East Somerset 026,E02003010,Bath and North East Somerset 026B,E01014470,*
Somerset,Shepton Mallet Library,City of Bristol (B),E06000023,,,Cotham Ward,E05010895,Bristol 022,E02003033,Bristol 022E,E01014562,*
Somerset,Shepton Mallet Library,City of Bristol (B),E06000023,,,Windmill Hill Ward,E05010918,Bristol 037,E02003048,Bristol 037A,E01014730,*
Somerset,Shepton Mallet Library,Haringey London Boro,E09000014,,,Bruce Grove Ward,E05000268,Haringey 018,E02000414,Haringey 018A,E01001980,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,"Ashwick, Chilcompton and Stratton Ward",E05006761,Mendip 002,E02006048,Mendip 002A,E01029024,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,"Ashwick, Chilcompton and Stratton Ward",E05006761,Mendip 002,E02006048,Mendip 002D,E01029068,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,"Ashwick, Chilcompton and Stratton Ward",E05006761,Mendip 006,E02006052,Mendip 006A,E01029018,47
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Butleigh and Baltonsborough Ward,E05006763,Mendip 013,E02006059,Mendip 013A,E01029019,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Chewton Mendip and Ston Easton Ward,E05006764,Mendip 006,E02006052,Mendip 006A,E01029018,6
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Coleford and Holcombe Ward,E05006765,Mendip 002,E02006048,Mendip 002B,E01029025,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Coleford and Holcombe Ward,E05006765,Mendip 002,E02006048,Mendip 002C,E01029026,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Coleford and Holcombe Ward,E05006765,Mendip 002,E02006048,Mendip 002E,E01029069,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Coleford and Holcombe Ward,E05006765,Mendip 010,E02006056,Mendip 010A,E01029020,25
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Coleford and Holcombe Ward,E05006765,Mendip 010,E02006056,Mendip 010B,E01029021,13
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,"Cranmore, Doulting and Nunney Ward",E05006766,Mendip 010,E02006056,Mendip 010A,E01029020,6
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,"Cranmore, Doulting and Nunney Ward",E05006766,Mendip 010,E02006056,Mendip 010B,E01029021,41
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Creech Ward,E05006767,Mendip 010,E02006056,Mendip 010C,E01029027,58
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Creech Ward,E05006767,Mendip 010,E02006056,Mendip 010D,E01029028,43
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Croscombe and Pilton Ward,E05006768,Mendip 013,E02006059,Mendip 013B,E01029059,80
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. Benedict's Ward,E05006775,Mendip 012,E02006058,Mendip 012A,E01029047,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. John's Ward,E05006777,Mendip 011,E02006057,Mendip 011D,E01029050,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Glastonbury St. Mary's Ward,E05006778,Mendip 011,E02006057,Mendip 011E,E01029051,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Moor Ward,E05006779,Mendip 012,E02006058,Mendip 012B,E01029054,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Postlebury Ward,E05006780,Mendip 010,E02006056,Mendip 010E,E01029058,5
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Postlebury Ward,E05006780,Mendip 013,E02006059,Mendip 013C,E01029077,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Rodney and Westbury Ward,E05006782,Mendip 005,E02006051,Mendip 005A,E01029052,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton East Ward,E05006784,Mendip 006,E02006052,Mendip 006C,E01029064,118
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton East Ward,E05006784,Mendip 009,E02006055,Mendip 009A,E01029062,119
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton East Ward,E05006784,Mendip 009,E02006055,Mendip 009B,E01029063,164
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton West Ward,E05006785,Mendip 009,E02006055,Mendip 009C,E01029065,86
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton West Ward,E05006785,Mendip 009,E02006055,Mendip 009D,E01029066,94
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Shepton West Ward,E05006785,Mendip 009,E02006055,Mendip 009E,E01029067,89
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Street North Ward,E05006786,Mendip 014,E02006060,Mendip 014C,E01029072,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Street South Ward,E05006787,Mendip 014,E02006060,Mendip 014E,E01029075,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Street West Ward,E05006788,Mendip 012,E02006058,Mendip 012E,E01029076,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,The Pennards and Ditcheat Ward,E05006789,Mendip 013,E02006059,Mendip 013A,E01029019,7
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,The Pennards and Ditcheat Ward,E05006789,Mendip 013,E02006059,Mendip 013B,E01029059,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,The Pennards and Ditcheat Ward,E05006789,Mendip 013,E02006059,Mendip 013C,E01029077,18
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wells Central Ward,E05006790,Mendip 008,E02006054,Mendip 008A,E01029078,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wells St. Cuthbert's Ward,E05006791,Mendip 008,E02006054,Mendip 008C,E01029080,*
Somerset,Shepton Mallet Library,Mendip District,E07000187,Somerset County,E10000027,Wells St. Cuthbert's Ward,E05006791,Mendip 008,E02006054,Mendip 008D,E01029081,*
